_id,date,devid,srcip,srcintfrole,poluuid,dstport,dstmac,tz,authserver,eventtime,sessionid,sentpkt,type,srccountry,duration,dsthwversion,dstosname,policyid,subtype,action,devname,dstip,masterdstmac,dstintf,trandisp,dstdevtype,srcintf,sentbyte,dstfamily,level,policytype,dsthwvendor,priority,vpntype,vd,dstintfrole,appcat,service,proto,srcport,logid,policyname,time,dstcountry,user,rcvdbyte,rcvdpkt,dstserver,nifi_datetime,crlevel,crscore,craction,msg,reason,method,logdesc,ui,sn,status,sentdelta,mastersrcmac,srcmac,srcserver,transip,transport,rcvddelta,srchwvendor,identifier,osname,app,srcname,srcswversion,unauthusersource,unauthuser,srcfamily,devtype,srchwversion,pdstport,psrcport,dstuser,dstswversion,dstunauthuser,dstunauthusersource,replysrcintf,srcuuid,dstuuid,applist,apprisk,incidentserialno,hostname,direction,url,appid,eventtype,vwlname,dstregion,dstcity,vwlid,vwlquality,dstinetsvc,dstreputation,utmaction,countapp,server,vpn,locip,role,useralt,dir,cookies,vpntunnel,remport,result,advpnsc,group,init,assignip,xauthuser,outintf,version,xauthgroup,locport,remip,exch,peer_notif,src_int,policy_id,epoch,dst_int,from,voip_proto,kind,profile,session_id,call_id,src_port,event_id,dst_port,to,scertcname,ip,interface,mac,dhcp_msg,lease,tunnelid,tunneltype,dst_host,scertissuer,espauth,esptransform,out_spi,in_spi
s0vIG58BimBA0eJ5b5-g,2026-06-30,FG100FTK23080008,172.30.16.86,lan,,138,,+0200,,1782826764557405184,2389623570,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,172.30.16.255,,root,noop,,VALN80,0,,notice,local-in-policy,,189,,root,undefined,unscanned,udp/138,17,138,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:45:48,,,,,,,,,,,,6c:4b:90:ea:c4:ff,6c:4b:90:ea:c4:ff,0,,,,,,,netbios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tEvIG58BimBA0eJ5b5-j,2026-06-30,FG100FTK23080008,172.30.18.35,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,,1782826764548998224,2389623282,9,traffic,Reserved,2,,,81,forward,close,Fiorucci-FG-01,20.31.87.92,,wan1,snat,,VLAN40,853,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,61920,0000000013,Navigazione_Fiorucci,15:39:25,Netherlands,,3548,8,,2026-07-01T03:45:48,,,,,,,,,,,,30:9c:23:bb:4b:2d,30:9c:23:bb:4b:2d,0,2.117.144.115,61920,,MSI,,Windows,,ITPOME-WP093,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7kvIG58BimBA0eJ5lp-x,2026-06-30,FG100FTK23080008,172.30.19.9,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782826764748996504,2389605838,9,traffic,Reserved,126,,,81,forward,client-rst,Fiorucci-FG-01,23.103.243.224,,wan1,snat,,VLAN60,997,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,58724,0000000013,Navigazione_Fiorucci,15:39:25,Italy,CAMILLA.DEVITO,9718,10,,2026-07-01T03:45:58,,,,,,,,,,,80,58:ce:2a:f8:9d:4b,58:ce:2a:f8:9d:4b,0,2.117.144.115,58724,9666,,,Windows,,ITPOME-TB1059.fioruccifood.it,11,kerberos,Camilla.Devito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8EvIG58BimBA0eJ5lp-0,2026-06-30,FG100FTK23080008,172.16.70.48,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,502,00:80:67:f9:d2:8a,+0200,FSSO-DC,1782826764578993504,2389623222,6,traffic,Reserved,3,,,77,forward,close,Fiorucci-FG-01,172.30.6.136,00:80:67:f9:d2:8a,VLAN30,noop,,Mac,264,,notice,policy,,189,ipsecvpn,root,lan,unscanned,HTTPS_and_502,6,56887,0000000013,MAC-Fiorucci,15:39:25,Reserved,ADM_BOSI,221,5,0,2026-07-01T03:45:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUvIG58BimBA0eJ5vaC4,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764779733544,2389623586,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,57087,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:46:08,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EkvIG58BimBA0eJ5vaC4,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764779804904,2389623590,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,56096,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:46:08,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEvIG58BimBA0eJ55KDM,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764780203024,2389623598,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,54406,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:46:18,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUvIG58BimBA0eJ55KDM,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764780085464,2389623594,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,63671,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:46:18,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUvJG58BimBA0eJ5C6De,2026-06-30,FG100FTK23080008,172.30.0.165,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,445,,+0200,FSSO-DC,1782826764804504304,2389605810,274,traffic,Reserved,126,,,75,forward,accept,Fiorucci-FG-01,172.16.70.5,,Mac,noop,,VLAN30,62099,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,SMB,6,60692,0000000020,Fiorucci-MAC,15:39:25,Reserved,TM_COTTI,85209,276,,2026-07-01T03:46:28,,,,,,,,,,,62099,2c:f0:5d:1c:69:a7,2c:f0:5d:1c:69:a7,0,,,85209,MSI,,Windows,,ITPOME-WP300.fioruccifood.it,11,kerberos,tm_cotti,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RkvJG58BimBA0eJ5C6De,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764780277364,2389623602,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,55512,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:46:28,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X0vJG58BimBA0eJ5MqDk,2026-06-30,FG100FTK23080008,10.171.8.3,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,53,,+0200,FSSO-DC,1782826764808996484,2389583826,2,traffic,Reserved,289,,,81,forward,accept,Fiorucci-FG-01,1.1.1.1,,wan1,snat,,VLAN410,157,,notice,policy,,189,,root,wan,unscanned,DNS,17,50761,0000000013,Navigazione_Fiorucci,15:39:25,Australia,ADMINISTRATOR,584,2,,2026-07-01T03:46:38,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,2.117.144.115,50761,,VMware,,Windows,,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEvJG58BimBA0eJ5MqDk,2026-06-30,FG100FTK23080008,172.30.0.176,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782826764868997084,2389622942,22,traffic,Reserved,6,,,81,forward,client-rst,Fiorucci-FG-01,52.178.17.232,,wan1,snat,,VLAN30,10891,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,60476,0000000013,Navigazione_Fiorucci,15:39:25,Netherlands,BERNARDINO.FIORAVANT,5452,18,,2026-07-01T03:46:38,,,,,,,,,,,,5c:51:4f:69:86:d8,5c:51:4f:69:86:d8,0,2.117.144.115,60476,,,,Windows,,ITPOME-LT026,10,kerberos,bernardino.fioravant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ekvJG58BimBA0eJ5WaD8,2026-06-30,FG100FTK23080008,172.30.19.69,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782826764928993844,2389612590,12,traffic,Reserved,75,,,81,forward,server-rst,Fiorucci-FG-01,13.107.136.10,,wan1,snat,,VLAN60,3570,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,60677,0000000013,Navigazione_Fiorucci,15:39:25,United,ALESSIA.MAZZONI,13924,21,,2026-07-01T03:46:48,,,,,,,,,,,,5c:51:4f:69:4d:76,5c:51:4f:69:4d:76,0,2.117.144.115,60677,,,,Windows,,ITPOME-LT1012.fioruccifood.it,10/11,kerberos,Alessia.Mazzoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fUvJG58BimBA0eJ5WaD_,2026-06-30,FG100FTK23080008,172.16.70.48,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,502,00:80:f4:e5:4a:b8,+0200,FSSO-DC,1782826764929001204,2389623258,12,traffic,Reserved,3,,,77,forward,close,Fiorucci-FG-01,172.30.6.6,00:80:f4:e5:4a:b8,VLAN30,noop,,Mac,540,,notice,policy,Schneider,189,ipsecvpn,root,lan,unscanned,HTTPS_and_502,6,56899,0000000013,MAC-Fiorucci,15:39:25,Reserved,ADM_BOSI,392,8,0,2026-07-01T03:46:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lEvJG58BimBA0eJ5gaAW,2026-06-30,FG100FTK23080008,172.16.70.48,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,502,00:80:f4:eb:10:7a,+0200,FSSO-DC,1782826764978991584,2389623262,12,traffic,Reserved,3,,,77,forward,close,Fiorucci-FG-01,172.30.6.19,00:80:f4:eb:10:7a,VLAN30,noop,,Mac,540,,notice,policy,Schneider,189,ipsecvpn,root,lan,unscanned,HTTPS_and_502,6,56900,0000000013,MAC-Fiorucci,15:39:25,Reserved,ADM_BOSI,392,8,0,2026-07-01T03:46:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lUvJG58BimBA0eJ5gaAW,2026-06-30,FG100FTK23080008,172.30.19.15,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782826765048996084,2389613914,9,traffic,Reserved,68,,,81,forward,server-rst,Fiorucci-FG-01,13.107.136.10,,wan1,snat,,VLAN60,3062,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,59115,0000000013,Navigazione_Fiorucci,15:39:25,United,FRANCA.SAULINI,12087,18,,2026-07-01T03:46:58,,,,,,,,,,,,dc:fb:48:b3:a9:43,dc:fb:48:b3:a9:43,0,2.117.144.115,59115,,,,Windows,,ITPOME-LT147,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tkvJG58BimBA0eJ5qKAc,2026-06-30,FG100FTK23080008,172.30.19.79,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782826765168991684,2389605910,10,traffic,Reserved,126,,,81,forward,client-rst,Fiorucci-FG-01,23.103.243.224,,wan1,snat,,VLAN60,1063,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,61112,0000000013,Navigazione_Fiorucci,15:39:25,Italy,DENISE.VICARIO,9319,10,,2026-07-01T03:47:08,,,,,,,,,,,80,dc:fb:48:d4:87:a3,dc:fb:48:d4:87:a3,0,2.117.144.115,61112,9267,,,Windows,,ITPOME-LT1067,11,kerberos,Denise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uEvJG58BimBA0eJ5qKAc,2026-06-30,FG100FTK23080008,172.30.19.79,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782826765168995984,2389606530,10,traffic,Reserved,121,,,81,forward,client-rst,Fiorucci-FG-01,4.207.44.74,,wan1,snat,,VLAN60,1075,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,61137,0000000013,Navigazione_Fiorucci,15:39:25,Ireland,DENISE.VICARIO,9497,10,,2026-07-01T03:47:08,,,,,,,,,,,40,dc:fb:48:d4:87:a3,dc:fb:48:d4:87:a3,0,2.117.144.115,61137,0,,,Windows,,ITPOME-LT1067,11,kerberos,Denise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0EvJG58BimBA0eJ5z6Ar,2026-06-30,FG100FTK23080008,172.30.19.102,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,,1782826765169010204,2389598546,21,traffic,Reserved,181,,,81,forward,accept,Fiorucci-FG-01,142.251.27.113,,wan1,snat,,VLAN60,7867,,notice,policy,,189,,root,wan,unscanned,udp/443,17,37514,0000000013,Navigazione_Fiorucci,15:39:25,Italy,,10787,20,,2026-07-01T03:47:18,,,,,,,,,,,,9e:8a:c4:2d:04:9e,9e:8a:c4:2d:04:9e,0,2.117.144.115,37514,,,,Android,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0UvJG58BimBA0eJ5z6Ar,2026-06-30,FG100FTK23080008,172.30.16.43,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782826765329002864,2389600922,27,traffic,Reserved,164,,,81,forward,server-rst,Fiorucci-FG-01,20.50.201.204,,wan1,snat,,VALN80,17561,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,55402,0000000013,Navigazione_Fiorucci,15:39:25,Netherlands,SIMONE.CASCIONE,10802,26,,2026-07-01T03:47:18,,,,,,,,,,,41,04:bf:1b:b6:08:e3,04:bf:1b:b6:08:e3,0,2.117.144.115,55402,184,Dell,,Windows,,7233f7a2-d5fe-4337-8b36-250ac762d10e,10/11/2016,,,,Computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6kvJG58BimBA0eJ59qBG,2026-06-30,FG100FTK23080008,172.30.16.3,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,,1782826765438998164,2389598698,1,traffic,Reserved,180,,,75,forward,accept,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VALN80,66,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,17,65091,0000000013,Fiorucci-MAC,15:39:25,Reserved,,138,1,,2026-07-01T03:47:28,,,,,,,,,,,,e8:6a:64:cf:e0:63,e8:6a:64:cf:e0:63,0,,,,,,Windows,,ITPOME-LT123.fioruccifood.it,11,,,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60vJG58BimBA0eJ59qBG,2026-06-30,FG100FTK23080008,172.30.16.3,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,,1782826765438992964,2389598698,,traffic,Reserved,,,,75,forward,dns,Fiorucci-FG-01,172.16.70.2,,Mac,,,VALN80,,,warning,policy,,188,,root,undefined,unscanned,DNS,17,65091,0000000011,Fiorucci-MAC,15:39:25,Reserved,,,,,2026-07-01T03:47:28,low,5,262144,,,,,,,,,e8:6a:64:cf:e0:63,e8:6a:64:cf:e0:63,0,,,,,,Windows,,ITPOME-LT123.fioruccifood.it,11,,,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEvKG58BimBA0eJ5HaFU,2026-06-30,FG100FTK23080008,172.30.16.3,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,,1782826765439005764,2389598754,2,traffic,Reserved,180,,,75,forward,accept,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VALN80,154,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,17,60402,0000000013,Fiorucci-MAC,15:39:25,Reserved,,355,2,,2026-07-01T03:47:38,,,,,,,,,,,,e8:6a:64:cf:e0:63,e8:6a:64:cf:e0:63,0,,,,,,Windows,,ITPOME-LT123.fioruccifood.it,11,,,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUvKG58BimBA0eJ5HaFX,2026-06-30,FG100FTK23080008,172.30.16.3,lan,d9b04458-e015-51f0-6a14-a1da4ecedd33,53,,+0200,,1782826765439006764,2389598758,1,traffic,Reserved,180,,,75,forward,accept,Fiorucci-FG-01,172.16.70.2,,Mac,noop,,VALN80,72,,notice,policy,,189,ipsecvpn,root,undefined,unscanned,DNS,17,49351,0000000013,Fiorucci-MAC,15:39:25,Reserved,,257,1,,2026-07-01T03:47:38,,,,,,,,,,,,e8:6a:64:cf:e0:63,e8:6a:64:cf:e0:63,0,,,,,,Windows,,ITPOME-LT123.fioruccifood.it,11,,,,,,,,ADM_SUPPORTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HkvKG58BimBA0eJ5RKFd,2026-06-30,FGT40FTK2209F1Q7,87.251.64.126,,,,,+0200,,1782826765464936500,,,event,,,,,,system,login,FW-AIR_GROTTAMINARDA,192.168.10.200,,,,,,,,alert,,,185,,root,,,,,,0100032002,,15:39:25,,support,,,,2026-07-01T03:47:48,,,,Administrator,name_invalid,https,Admin,https(87.251.64.126),0,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0vKG58BimBA0eJ5RKFd,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764779656624,2389623584,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,55927,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:47:48,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEvKG58BimBA0eJ5a6Fu,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764779773344,2389623588,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,57088,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:47:58,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUvKG58BimBA0eJ5a6Fu,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764780081244,2389623592,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,53463,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:47:58,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W0vKG58BimBA0eJ5kqF9,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764780240084,2389623600,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,60006,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:48:08,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XEvKG58BimBA0eJ5kqGA,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764780191644,2389623596,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,56673,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:48:08,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0vKG58BimBA0eJ5uaGj,2026-06-30,FG100FTK23080008,172.16.70.42,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,161,50:f7:22:0f:4b:8f,+0200,,1782826764808994604,2389598644,1,traffic,Reserved,180,,,77,forward,accept,Fiorucci-FG-01,172.30.22.11,50:f7:22:0f:4b:8f,VLAN100,noop,,Mac,102,,notice,policy,Cisco,189,ipsecvpn,root,lan,unscanned,SNMP,17,48124,0000000013,MAC-Fiorucci,15:39:25,Reserved,,112,1,0,2026-07-01T03:48:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eEvKG58BimBA0eJ5uaGj,2026-06-30,FG100FTK23080008,10.171.8.3,lan,,53,,+0200,,1782826764780379904,2389623604,0,traffic,Reserved,0,,,0,local,deny,Fiorucci-FG-01,255.255.255.255,,root,noop,,VLAN410,0,,notice,local-in-policy,,189,,root,undefined,unscanned,DNS,17,55766,0001000014,,15:39:25,Reserved,,0,0,,2026-07-01T03:48:18,,,,,,,,,,,,00:0c:29:95:9c:d9,00:0c:29:95:9c:d9,0,,,,VMware,,Windows,Domain,ITPOME-DC3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j0vKG58BimBA0eJ54KGg,2026-06-30,FG100FTK23080008,172.30.19.9,lan,e0e086cc-e3d3-51f0-8355-f7a89d932643,443,,+0200,FSSO-DC,1782826764809007884,2389605848,10,traffic,Reserved,126,,,81,forward,client-rst,Fiorucci-FG-01,23.103.243.226,,wan1,snat,,VLAN60,1059,,notice,policy,,189,,root,wan,unscanned,HTTPS,6,57077,0000000013,Navigazione_Fiorucci,15:39:25,Italy,CAMILLA.DEVITO,9328,10,,2026-07-01T03:48:28,,,,,,,,,,,80,58:ce:2a:f8:9d:4b,58:ce:2a:f8:9d:4b,0,2.117.144.115,57077,9276,,,Windows,,ITPOME-TB1059.fioruccifood.it,11,kerberos,Camilla.Devito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kEvKG58BimBA0eJ54KGg,2026-06-30,FG100FTK23080008,172.16.70.48,undefined,4a3d9eee-e01d-51f0-ff22-376c23423d13,502,00:80:67:f9:d2:b0,+0200,FSSO-DC,1782826764808995164,2389623264,12,traffic,Reserved,2,,,77,forward,close,Fiorucci-FG-01,172.30.6.128,00:80:67:f9:d2:b0,VLAN30,noop,,Mac,540,,notice,policy,,189,ipsecvpn,root,lan,unscanned,HTTPS_and_502,6,56901,0000000013,MAC-Fiorucci,15:39:25,Reserved,ADM_BOSI,392,8,0,2026-07-01T03:48:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
